"movie_title","film_slug","page","review","review_chars"
"Don't Look Up","dont-look-up-2021",1,"This review may contain spoilers. I can handle the truth.",57
"Don't Look Up","dont-look-up-2021",1,"Don't look Up is an amazing social commentary that includes a great amount of comedy to get its message across. It tells the story of an asteroid heading to earth and will kill civilization. Its commentary critiques the government for its inability to act on pressing issues that harm the whole world, while also critiquing the people who listen to the people in power and don't bat an eye. The true magic of the movie is when the asteroid finally…",448
"Don't Look Up","dont-look-up-2021",1,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",2,"When this movie came out, it really came off as a boomer self-gratification piece to validate their own outrage at the Trump admin and the tech oligarchy and worship of guys on the spectrum who are also sociopaths. With that all being said, that's still what it is, but unfortunately I think this movie hits harder now than it did a few years ago. Reality is a suggestion. You either have a fully blown off roof, or a fully blown off roof but you think everything is fine. Fun times.",483
"Don't Look Up","dont-look-up-2021",2,"This had an odd change of heart. I went into this film expecting to be very disappointed of Adam McKay's storytelling, because of the criticisms people have about this film, but I think a lot of those criticisms are exactly what makes this work. At first, yes it is extremely exaggerated, the characters feel like caricatures and are extremely exaggerated, but well it is a satire at it's core, and yes, at times it may feel like it's preaching to…",448
"Don't Look Up","dont-look-up-2021",2,"so so good. everyone did what they needed to do.",48
"Don't Look Up","dont-look-up-2021",2,"leo really the best and it’s not close fucking love fingerling potatoes",71
"Don't Look Up","dont-look-up-2021",2,"this is not a good movie to watch when you’re consumed with existential dread and general pessimism toward the human race",121
"Don't Look Up","dont-look-up-2021",2,"One of my favorite “end of world” movies. Perfectly relates to our abhorrent political state that protects images more than lives.",130
"Don't Look Up","dont-look-up-2021",2,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",3,"Pretentious? Yes, absolutely. An over exaggeration? No, not at all.",67
"Don't Look Up","dont-look-up-2021",3,"One of Leo’s more weaker films however I still enjoyed the ideas of it with some solid comedic and emotional areas",114
"Don't Look Up","dont-look-up-2021",3,"Okay I watched it on a first date that did not go well. But overall it was a great story about how the elite do not actually care about anyone but themselves and money. Even when their plan went wrong they still lived.",218
"Don't Look Up","dont-look-up-2021",3,"this is a hard one to watch amazing cast",40
"Don't Look Up","dont-look-up-2021",3,"Watching this after Project Hail Mary gave me whiplash. I really loved the discontinuity editing and think it really drives home the facetious nature of the story. It’s hard to ignore the abrupt cutting between scenes. It was disorientating and disrupted the narrative flow, but in an intentional way. It makes the viewer feel as detached from the movie’s grim series of events as everyone in the movie seems to be. The use of sound was also very interesting. There…",466
"Don't Look Up","dont-look-up-2021",3,"Why did he charge her for free chips?",37
"Don't Look Up","dont-look-up-2021",3,"It's a great criticism to today's society, about the manipulation on social media and how the government and powerful companies control us and our ideas and try to make us see what isn't true when we really need to see what's really happening. The movie is great but I didn't watch on my own free will so I might watch it again soon",332
"Don't Look Up","dont-look-up-2021",3,"ouch",4
"Don't Look Up","dont-look-up-2021",3,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",4,"The problem isn't the message, it's just objectively not a good movie. Adam McKay really need to go back to making his less serious comedies because he just feels pretentious as hell now.",187
"Don't Look Up","dont-look-up-2021",4,"honest, satirical but very very obvious. Would've despised it if the world was saved in the end. my rating = reasonable ending/10",129
"Don't Look Up","dont-look-up-2021",4,"We’re cooked",12
"Don't Look Up","dont-look-up-2021",4,"I love this movie! At first I thought this movie is boring but thank god I continue watching this and it’s so peakkk",116
"Don't Look Up","dont-look-up-2021",4,"This review may contain spoilers. I can handle the truth.",57
"Don't Look Up","dont-look-up-2021",4,"it’s giving nothing and weirdo",30
"Don't Look Up","dont-look-up-2021",4,"it was way more composed, serious and smart than what would actually happen in this situation in the real world",111
"Don't Look Up","dont-look-up-2021",4,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",5,"they did dirty to timmy in this movie",37
"Don't Look Up","dont-look-up-2021",5,"Stressful to watch, knowing how close to reality some of the characters in the film",83
"Don't Look Up","dont-look-up-2021",5,"Don't bother with this garbage and go watch Melancholia instead Some visuals are good. that's the only good thing i can think of",128
"Don't Look Up","dont-look-up-2021",5,"Why do I feel like this is happening today…",43
"Don't Look Up","dont-look-up-2021",5,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",6,"the clip of the ending popped up in my youtube feed and it reminded me just how much the ending affected me when i first watched it. which is funny cuz everything leading up to it is kinda unfunny, cringe, poorly-written.. but it at least built up the characters enough so that by the end.. wow. the last 3 minutes are literally the only reason im rating this",359
"Don't Look Up","dont-look-up-2021",6,"good the first time not as good the second time, should've been directed by someone else I agree with mnartriam",111
"Don't Look Up","dont-look-up-2021",6,"wait this was a movie i expected NOTHING from it just randomly came up on netflix and i was oh! this premise sounds cool so i went to watch it and then tens of thousands of cool actors came up and it actually makes so much sense and is sooooo relatable to the real world w governments spreading propaganda & the focus only being on building new products and capitalism and spreading misinformation and mass rallies and everything and the celebrity charity concerts and people realizing they’ve all been brainwashed only when it’s too late & the last moments of humanity",569
"Don't Look Up","dont-look-up-2021",6,"that damn billionaire unsettled me so much they were not subtle about his character",83
"Don't Look Up","dont-look-up-2021",6,"This review may contain spoilers. I can handle the truth.",57
"Don't Look Up","dont-look-up-2021",6,"It’s scary that this is probably how the US administration would respond. If anything it’s aged really well with the current regime; I probably would’ve thought it was too goofy if I had watched it when it first released. Yes there are some glaring plot crutches, such as only finding a comet that large when it’s so close to us; astronomers have it mapped out a bit better than that for our close surroundings. Also the fact that the US…",438
"Don't Look Up","dont-look-up-2021",6,"very funny, jennifer lawrence is perfect in every movie she’s ever in. lowkey made me paranoid and terrified of this happening irl bc it is honestly pretty accurate to how i imagine things would be handled by the government lol",227
"Don't Look Up","dont-look-up-2021",6,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",7,"God I forgot what an incredible piece of media this is and the commentary on real world issues is just so good its scary",120
"Don't Look Up","dont-look-up-2021",7,"it was truly a comedic movie. was to watch it at first but from mid to end part of the movie it got really good. Leonardo is just goated at crash out scenes. and i thought Timothée Chalamets part of the movie was not necessary but it was definitely necessary.",259
"Don't Look Up","dont-look-up-2021",7,"how much did they pay ariana",28
"Don't Look Up","dont-look-up-2021",7,"this is cool",12
"Don't Look Up","dont-look-up-2021",7,"Easy watch, complete plot that is not super cliche but still quite predictable. Wasn’t super funny but just a light hearted casual movie.",137
"Don't Look Up","dont-look-up-2021",7,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",8,"LMAO that was good 😭😂",21
"Don't Look Up","dont-look-up-2021",8,"haha 5 years later and it's bonkers that i thought this was unrealistic. the funniest horror documentary of all time methinks the exact antithesis of project hail mary btw. i believe this is exactly what would happen in an impending apocalyptic event. i just hope tust when i watch this 5 years from now i'm less of a cynic :)",326
"Don't Look Up","dont-look-up-2021",8,"Y’all mad? This movie aged liked Cheddar. 🧀 Don’t look up was relevant in 2021, BUT re-watching this in 2026, HITS…different.",125
"Don't Look Up","dont-look-up-2021",8,"EVERYTHING is political",23
"Don't Look Up","dont-look-up-2021",8,"I accidentally saw the last 5 minutes before I watched this for the first time which kind of ruined it",102
"Don't Look Up","dont-look-up-2021",8,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",9,"Remember not liking this on first viewing, but after revisiting it, thoroughly enjoyed it :)",92
"Don't Look Up","dont-look-up-2021",9,"the most realistic portrayals of world leaders",46
"Don't Look Up","dont-look-up-2021",9,"How can so little be said when so much has been meant? A flop for me.",69
"Don't Look Up","dont-look-up-2021",9,"This review may contain spoilers. I can handle the truth.",57
"Don't Look Up","dont-look-up-2021",9,"why scientist so smart but so dumb he cheat on wife",51
"Don't Look Up","dont-look-up-2021",9,"everyone is annoying but that’s the point so fine",49
"Don't Look Up","dont-look-up-2021",9,"this gave me existential crisis, it’s very realistic in many ways like that’s exactly how the government would react to a comet that is about to hit our planet and the whole cast is effing expensive and fym leonardo cracked THE CATE BLANCHETT ?!?",246
"Don't Look Up","dont-look-up-2021",9,"“I believe thats called a Bronteroc.” I think im the target audience of this movie.",83
"Don't Look Up","dont-look-up-2021",9,"actors were insane message was okay but the whole movie was hmmmm…",66
"Don't Look Up","dont-look-up-2021",9,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",10,"i wanted to give this movie one star but because of the performances i give it a two. it’s star studded Timothee, Ariana, Leonardo, Meryl ???? like that’s not even half of it. the plot is what makes me rate it so low ?? like i feel like this movie was pointless lowkey like wtf was even going on ??? it was an okay watch but not one of my favorites tbh",352
"Don't Look Up","dont-look-up-2021",10,"This movie gets a lot of hate but I think it's kinda a representation of how if feels to live in this era. So frustrating, angry, and happy. The movie cinematography follows the form. I agree its obvious and somewhat cliche but I also think acknowledging our messed up world is beneficial",288
"Don't Look Up","dont-look-up-2021",10,"Do you know why a comet will hit planet earth? because the government is a mess [crying]",88
"Don't Look Up","dont-look-up-2021",10,"i wonder how the dinosaur governments would’ve handled this",59
"Don't Look Up","dont-look-up-2021",10,"We out here with June",21
"Don't Look Up","dont-look-up-2021",10,"This movie is for a certain type of person...but it aint me babe, no no no it ain't me",86
"Don't Look Up","dont-look-up-2021",10,"It isn't particularly the greatest, but overall, I had a good time. Leo's acting is superb, and the premise is quite interesting. I would like to see this one again someday.",173
"Don't Look Up","dont-look-up-2021",10,"the fact our society would genuinely did this is the true plot",62
"Don't Look Up","dont-look-up-2021",10,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",11,"This had funny moments in it and I really liked the science in this film Leo was good j law was good but I wish my boy Timmy had more in this lol but whatever",158
"Don't Look Up","dont-look-up-2021",11,"But why did he charge them for free snacks???",45
"Don't Look Up","dont-look-up-2021",11,"Jennifer Lawrence’s acting is definitely a highlight of this movie and admittedly the parallels to current US are kinda funny. If you could use a movie to define the word “unsubtle” in its themes, it’d definitely be Don’t Look Up but does this movie really need subtlety? These, however, are pretty much the only positives I could give this movie. The comedy only made me laugh twice (when Jennifer Lawrence’s character needed to smoke weed and her interaction with the general),…",480
"Don't Look Up","dont-look-up-2021",11,"Kinda great to start, fizzles out by the end through sheer repetition. As a result, the most 6/10 move I've ever seen.",118
"Don't Look Up","dont-look-up-2021",11,"they really said the world is ending and yall still care about trending topics",78
"Don't Look Up","dont-look-up-2021",11,"I‘m not saying this would happen but we all know it could and thats fucking scary. Apart from that this movie is ridiculously funny and pretty well made one of my fav movies for shure “Can i touch your Haur in a non-sexual way?”",228
"Don't Look Up","dont-look-up-2021",11,"Misuse of Meryl Streep This may be the worst movie I’ve ever seen, with all love and respect. I watched it bc I saw a funny scene for it on my insta reels when I was in quarantine for having covid. The one of Timothée chalamet talking about fingerling potatoes. That’s what made me watch and I think the reason it’s such a popular scene is bc it’s the only good one ❤️ maybe I don’t appreciate the message it’s sending but…",423
"Don't Look Up","dont-look-up-2021",11,"This review may contain spoilers. I can handle the truth.",57
"Don't Look Up","dont-look-up-2021",11,"These rich ppl had no sense of emergency, still can't believe the president's son made it out now I'm gonna sera search up their budget for the movie cus they have some high budget actors/ actresses. Also love that they had that dinner at the end,it went in slow motion then boom explosion",289
"Don't Look Up","dont-look-up-2021",11,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",12,"People who don’t care about the planet trying to make people care about the planet",82
"Don't Look Up","dont-look-up-2021",12,"Possibly the most aggravated ive ever been at a movie",53
"Don't Look Up","dont-look-up-2021",12,"The amount of potential this had to be something great",54
"Don't Look Up","dont-look-up-2021",12,"should be a mandatory movie for everyone",40
"Don't Look Up","dont-look-up-2021",12,"This is basically a Neil Breen movie with a bigger budget",57
"Don't Look Up","dont-look-up-2021",12,"everyone and their mother is in this movie ????",47
"Don't Look Up","dont-look-up-2021",12,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",13,"Holy waste of time. This movie should be great when looking at the cast, but it's just kinda lame. Thank you Netflix, we really needed this to be made.",151
"Don't Look Up","dont-look-up-2021",13,"funny at first, then it wasnt. then it made my ears ring",56
"Don't Look Up","dont-look-up-2021",13,"This suppoused to be a comedy",29
"Don't Look Up","dont-look-up-2021",13,"The people pissed me off so much. I think it really shows how people in today’s world often let themselves be manipulated into believing that everything is fine. Even if something is wrong, they won’t truly believe it until it is right in front of them",252
"Don't Look Up","dont-look-up-2021",13,"not good. way too fucking long. dicaprio’s character was so fucking pathetic it pmo so bad. tried so hard to be meta but just like was a terrible attempt at a social commentary. jonah hills character is the most redeemable thing about this movie. no amount of famous people in this cast could make up for how objectively bad this movie was.",340
"Don't Look Up","dont-look-up-2021",13,"Such a fun watch lol, it really didn’t feel like I’ve been watching for 2 hours. Up until the final 30 minutes, I never fully grasped the concept of them being in a literal world ending situation because comic relief was a very heavy literary device used. I always appreciate movies that are able to make high stakes situations seem trivial because of it’s comedy, it’s always impressive to see. Iconic performances from Di Caprio, I’m compelled to believe he…",460
"Don't Look Up","dont-look-up-2021",13,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",14,"insanely ridiculous, just the right amount for the times we're living in. and coming from a US-made movie, the joke tells itself (and does it well imo!!)",153
"Don't Look Up","dont-look-up-2021",14,"This film has aged like wine, to an almost prophetic degree",59
"Don't Look Up","dont-look-up-2021",14,"Treason is punishable by death or a minimum of five years' imprisonment and a fine of $10,000 in the United States Exile Noun The condition or period of being forced to live away from one's native country or home, especially as a punishment. Eighty-six or 86 is American English slang, generally meaning to ""get rid of"" someone or something. In the hospitality industry, it is used to indicate that an item is no longer available, traditionally from a food or…",460
"Don't Look Up","dont-look-up-2021",14,"congrats! your diet is over! (the movie is over!)",49
"Don't Look Up","dont-look-up-2021",14,"some of y’all wouldn’t look up.",31
"Don't Look Up","dont-look-up-2021",14,"genuinely how high were the average bills of every a-lister in hollywood for them to ALL agree to this.",103
"Don't Look Up","dont-look-up-2021",14,"I think many people are in denial about death because we are used to believing in happy endings. Since we were kids, we were exposed to stories where everything eventually turns out fine. Fairy tales, movies, and even television shows often end with the problem being solved. Because of this, we develop the mindset that things will somehow work out in the end ><",363
"Don't Look Up","dont-look-up-2021",14,"loved the unnecessary hate on michigan state",44
"Don't Look Up","dont-look-up-2021",14,"Need to rewatch and pay better attention",40
"Don't Look Up","dont-look-up-2021",14,"rewatched for a comm class. i fucking hate my professor",55
"Don't Look Up","dont-look-up-2021",14,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",15,"Meryl Streep would not be a bad president. Also wayyy too many nude scenes for a movie about the end of the world All the sex and making out and unnecessary chetsing of a happy relationship made this so weird But yeah sure whatever atleast timothee chalamet and jennifer lawrence got togethor!",293
"Don't Look Up","dont-look-up-2021",15,"way too long dare i say not that funny…",39
"Don't Look Up","dont-look-up-2021",15,"My fav movie EVER rewatched 5 times",35
"Don't Look Up","dont-look-up-2021",15,"Not quite as funny the second time around (the humor is more focused on absurdity than it is addressing the actual deep deep shit they’re all mired in) and the middle portion is frustrating because of how DiCaprio’s character is sidetracked with a cheating plot. But those last 45 minutes still work their movie magic on me. A culmination of frustration and poignancy that circles around one last pleasant dinner with family and friends.",437
"Don't Look Up","dont-look-up-2021",15,"The cast is absolutely legendary, but the movie itself was surprisingly dull in some parts. I don't regret watching it because of the acting, but it could have been so much better.",180
"Don't Look Up","dont-look-up-2021",15,""" we really had it all didn't we? "" This isn't just a movie to me",65
"Don't Look Up","dont-look-up-2021",15,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",16,"I forgot that this movie existed because it was so terribly bland and contributing nothing to the discourse. Even as someone who “gets” the movie and is on the “same side,” there’s literally no novel perspectives; I felt the same amount of exhaustion in a movie as I did from watching the last 10 years of late night TV rehash the same punchlines about Donald Trump night after night. I think it is somewhat remarkable to have one of the…",438
"Don't Look Up","dont-look-up-2021",16,"I thought this was great.",25
"Don't Look Up","dont-look-up-2021",16,"Was this supposed to be Anchorman 3?",36
"Don't Look Up","dont-look-up-2021",16,"Underrated, hold on tight",25
"Don't Look Up","dont-look-up-2021",16,"This review may contain spoilers. I can handle the truth.",57
"Don't Look Up","dont-look-up-2021",16,"Yeah have seen this twice till now. Dope ass movie",50
"Don't Look Up","dont-look-up-2021",16,"this movie makes you listen to Ariana Grande why u do this to me?!",66
"Don't Look Up","dont-look-up-2021",16,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",17,"Don’t look at all",17
"Don't Look Up","dont-look-up-2021",17,"There was so much going on. And it was too long I think",55
"Don't Look Up","dont-look-up-2021",17,"- the most painfully accurate and realistic movie i’ve watched in a hot minute - holy moly people quit being nonchalant😭😭 - crashing out about our world now",156
"Don't Look Up","dont-look-up-2021",17,"Pretentious in a way that tries to make you think it's not. Timothée's acting was def not script accurate since it was actually funny",133
"Don't Look Up","dont-look-up-2021",17,"Cast de puta madre, ariana what are you doing here? Dj Chellooo. Don’t forget to like and suscribe 😜",100
"Don't Look Up","dont-look-up-2021",17,"the president is texting me don't trip don't trip",49
"Don't Look Up","dont-look-up-2021",17,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",18,"Adam McKay’s Don't Look Up is a polarizing, star-studded satire that trades subtle irony for a loud, frantic wake-up call. It uses a planet-killing comet as a transparent metaphor for climate change and our collective inability to deal with scientific reality in an age of political polarization and social media obsession. ​Here is why it lands at a 3.5-star rating: ​The Ensemble Cast: The film is worth watching just for the performances. Leonardo DiCaprio is brilliant as the anxious, stammering…",500
"Don't Look Up","dont-look-up-2021",18,"Leo’s most underrated performance. Great fucking story (a space nerd, might be biased 🤣) but it is truly a great story that’s easy to follow. Leo’s acting is phenomenal and this movie should definitely be watched by those avoiding it!",234
"Don't Look Up","dont-look-up-2021",18,"not as bad as everyone says it is but not great either... it's a shame bc the bones are there and they're kinda good, but the script mostly sucked and the one-liners weren't as funny as they should've been redeemable parts: 1. leo's broadcasted crash-out 2. jennifer lawrence as an alt physics phd candidate with a red mullet 3. timothee chalamet as an evangelical skater (maybe not redeemable i haven't decided yet) 4. two ariana grande concerts (docked points for kid cudi in one of them sorry)",496
"Don't Look Up","dont-look-up-2021",18,"even tho leonardo decaprio has done some questionable things, Oh my fucking god his performance in this film is astonishing. He was robbed of an Oscar. also side note, i see this happening in our current administration.",219
"Don't Look Up","dont-look-up-2021",18,"“All may not be just fine.”",27
"Don't Look Up","dont-look-up-2021",18,"i liked this movie, great plot and seems very realistic to the society that we live in. it was a bit long but so is every movie these days.",139
"Don't Look Up","dont-look-up-2021",18,"wish this was a bit more fast paced but other than that everything was phenomenal. this movie is basically just showing us what world we are currently living in and it really doesn't matter for the rich elites if we all die. Also you can't convince me that the peter guy was a human, like he has to be a robot or a fucking shape-shifter. ps: #AILF (astronomers I'd like to fuck)",378
"Don't Look Up","dont-look-up-2021",18,"jonah hill doesnt play a douchbag role in ever movie hes in, extremely hard challenge love him tho xx",101
"Don't Look Up","dont-look-up-2021",18,"Pretty sure Covid vaccine sparked this one",42
"Don't Look Up","dont-look-up-2021",18,"Most frustrating hour 20 of my life",35
"Don't Look Up","dont-look-up-2021",18,"Ngl when I watched it when it came out it did make anxious so there's that",74
"Don't Look Up","dont-look-up-2021",18,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",19,"If you asked me anytime before I posted this review, I would have sworn to you this was a short film. I remember it being terrible and short; I think my family turned it off thirty minutes in.",192
"Don't Look Up","dont-look-up-2021",19,"was that trump in a woman body?",31
"Don't Look Up","dont-look-up-2021",19,"I think I’ll look down at my phone rather than get beaten over the head with the ‘in your face’ nihilism.",105
"Don't Look Up","dont-look-up-2021",19,"top-tier comedic performance/Jared Kushner impression from Jonah Hill",69
"Don't Look Up","dont-look-up-2021",19,"just watched it, amazing movie. the way they balanced two sides of film ( serious and comedic) was insane.",106
"Don't Look Up","dont-look-up-2021",19,"it has some redeeming qualities but also i was mad about a lot of things",72
"Don't Look Up","dont-look-up-2021",19,"lowk giving how people felt in march 2020",41
"Don't Look Up","dont-look-up-2021",19,"Rating: C- As anticipated, a “meta” exercise in tedious frustration as Hollywood mocks the present day sociopolitical situation. Is it really “meta” if it’s just how things are and how these same people probably act? I can’t imagine Ariana Grande and Jonah Hill are much different in real life, and doesn’t DiCaprio own an island? I feel the same way reading the news every morning. No thanks.",393
"Don't Look Up","dont-look-up-2021",19,"Kind of a spooky watch in 2026 not gonna lie",44
"Don't Look Up","dont-look-up-2021",19,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",20,"This review may contain spoilers. I can handle the truth.",57
"Don't Look Up","dont-look-up-2021",20,"Fav quote - ""I fuckin love fingerling potatoes."" It seems people hate this movie. but I really liked it. The messaging was obvious and over the top, but real. I haven't seen anything like it. Felt kinda like a black mirror episode. I felt the intended dread and sadness. One of my favorite parts was when the comet first becomes visible to the eye. Randall stops traffic and screams for everyone to see it. I really liked this moment because…",442
"Don't Look Up","dont-look-up-2021",20,"this movie is so frustrating but i love rewatching it",53
"Don't Look Up","dont-look-up-2021",20,"Watched this with Piper while we were eating grilled cheese and making bracelets for Bonnaroo. I’d be okay if a giant comet was heading towards Earth. This movie reminded me of shin godzilla so now I want to watch that again 8/10",229
"Don't Look Up","dont-look-up-2021",20,"Cate Blanchett is a vision in this",34
"Don't Look Up","dont-look-up-2021",20,"A comet would be a relief tbh",29
"Don't Look Up","dont-look-up-2021",20,"This review may contain spoilers. I can handle the truth.",57
"Don't Look Up","dont-look-up-2021",20,"jonah hill and that damn purse. overall, an exact depiction of how the people react to mass devastation: 1. public discredits the female scientist (bonus points if you can paint her out to be mentally deranged~ overt sexism but i digress) 2. use the male scientist as a pawn until he stops being a lapdog and inevitably becomes shunned for whistleblowing antics 3. the government will collab with the worst tech conglomerate in the world to slime everyone out for…",464
"Don't Look Up","dont-look-up-2021",20,"This review may contain spoilers. I can handle the truth.",57
"Don't Look Up","dont-look-up-2021",20,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",21,"Very late to watch this one, but so glad I did. The genuine frustration you feel watching this is unmatched. I did not think for a second how deep this would make you think. Really just goes to show how little, irrelevant and vulnerable everything is with this perspective, and that’s disturbing yet peaceful. Constantly throughout I was thinking about what would be the best possible thing to do in those 6 months - I still don’t know.",436
"Don't Look Up","dont-look-up-2021",21,"enjoyed this deeply (we all know i love dystopian fiction starring jennifer lawrence). bonus points for the critiques on capitalism",131
"Don't Look Up","dont-look-up-2021",21,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",22,"Holy shit. Letterboxd fans are ass at reviewing shit. This what would happen",76
"Don't Look Up","dont-look-up-2021",22,"Feels so real it almost loops back around to feel fake",54
"Don't Look Up","dont-look-up-2021",22,"Never thought I’d actually find a Netflix movie good",52
"Don't Look Up","dont-look-up-2021",22,"“Don’t Look Up” is a Netflix movie that sets out to bottle the chaos and confusion that we are all living through right now: the result is a discordant and confused film that does a very good job at capturing the unique blend of exhaustion and anger that we’ve been lugging around for the last few years. World-ending events have just been coming and going, and we’ve become desensitized. It’s physically impossible for us to become more worried — we…",451
"Don't Look Up","dont-look-up-2021",22,"Somehow liked it more the second time around.",45
"Don't Look Up","dont-look-up-2021",22,"This review may contain spoilers. I can handle the truth.",57
"Don't Look Up","dont-look-up-2021",22,"Letterboxd is an independent service created by a small team, and we rely mostly on the support of our members to maintain our site and apps. Please consider upgrading to a Pro account—for less than a couple bucks a month, you’ll get cool additional features like all-time and annual stats pages (example), the ability to select (and filter by) your favorite streaming services, and no ads!",390
"Don't Look Up","dont-look-up-2021",23,"It's scary this isn't even unrealistic anymore",46
